bag_time_ns,bag_time_sec,header.stamp.sec,header.stamp.nanosec,header.frame_id,raw_count,voltage_mv,force_n
1780471463646174891,1780471463.646174908,1780471463,645642830,load_cell,-1961,-0.009167864271457077,-2.5951473393213558
1780471463656271241,1780471463.656271219,1780471463,655641992,load_cell,-1351,-0.006267864271457077,-1.7742443393213545
1780471463666583123,1780471463.666583061,1780471463,665716357,load_cell,-847,-0.0039678642714570805,-1.123183339321356
1780471463676010350,1780471463.676010370,1780471463,675646362,load_cell,-3005,-0.013967864271457076,-3.9538833393213544
1780471463686689100,1780471463.686689138,1780471463,685660596,load_cell,-658,-0.0030678642714570756,-0.8684203393213554
1780471463696180202,1780471463.696180105,1780471463,695650573,load_cell,-2565,-0.01196786427145708,-3.3877433393213554
1780471463706183875,1780471463.706183910,1780471463,705659079,load_cell,-4458,-0.020767864271457076,-5.8787593393213555
1780471463716399912,1780471463.716399908,1780471463,715650496,load_cell,-7317,-0.03406786427145708,-9.643590339321355
1780471463726205911,1780471463.726205826,1780471463,725649049,load_cell,-11960,-0.055667864271457076,-15.757902339321356
1780471463736235410,1780471463.736235380,1780471463,735650162,load_cell,-9781,-0.04556786427145708,-12.898895339321355
1780471463746643169,1780471463.746643066,1780471463,745650028,load_cell,-8252,-0.03846786427145708,-10.889098339321356
1780471463756296840,1780471463.756296873,1780471463,755651269,load_cell,-8922,-0.041567864271457075,-11.766615339321353
1780471463766694262,1780471463.766694307,1780471463,765647934,load_cell,-7208,-0.03356786427145708,-9.502055339321357
1780471463776704144,1780471463.776704073,1780471463,775670777,load_cell,1239,0.00573213572854292,1.622595660678643
1780471463786303476,1780471463.786303520,1780471463,785655281,load_cell,-5026,-0.02336786427145708,-6.614741339321355
1780471463796118691,1780471463.796118736,1780471463,795644618,load_cell,-248,-0.0011678642714570801,-0.3305873393213563
1780471463806168415,1780471463.806168318,1780471463,805651747,load_cell,-2825,-0.01316786427145708,-3.7274273393213555
1780471463816859038,1780471463.816859007,1780471463,815700031,load_cell,-96,-0.00046786427145707743,-0.1324383393213555
1780471463826189939,1780471463.826189995,1780471463,825657814,load_cell,347,0.0016321357285429203,0.4620086606786433
1780471463836040804,1780471463.836040735,1780471463,835655856,load_cell,-774,-0.003567864271457076,-1.0099553393213547
1780471463846114593,1780471463.846114635,1780471463,845651721,load_cell,-2166,-0.010067864271457082,-2.8499103393213563
