t,cmd_vx,odom_vx,force_n,encoder_rpm
28.44,0.49289512611697145,0.8474718116138306,-9.507014041285482,0.0
28.46,0.4923438102436492,0.8488925224607246,-7.164433499438876,0.0
28.48,0.4928709992154477,0.8120565764421113,-2.5889914075636136,0.0
28.5,0.4934389529956531,0.7796715392370716,2.2717670942301083,0.0
28.52,0.49396678267320376,0.7963023447396765,-2.730284854776599,0.0
28.54,0.4944471268213901,0.8125102558319818,-3.1614189457317887,0.0
28.560000000000002,0.49489028169887206,0.8104787090786877,-8.984521391813505,0.0
28.580000000000002,0.49527316656192677,0.8209440654444997,-11.60372187207016,0.0
28.6,0.4947822859450159,0.8504105052919297,-12.762372568696575,0.0
28.62,0.4942539849175794,0.8466682762026926,-2.0636549062351395,0.0
28.64,0.4945971005653344,0.8235669272442109,-1.18374388433112,0.0
28.66,0.49501500421508293,0.8091834751786748,-0.45459877971894647,0.0
28.68,0.49541387805505155,0.8161974392438531,-2.8405688129482787,0.0
28.7,0.49579018514610057,0.8272376637263488,-2.2734964119946044,0.0
28.72,0.49612608021079746,0.8222608340702223,-6.832751124848082,0.0
28.740000000000002,0.4958539170990626,0.8305305291928724,-14.204700735338657,0.0
28.76,0.49518257555255624,0.8500436042899312,-11.720414703651814,0.0
28.78,0.4939232124742739,0.8498073942213912,-6.485272900885912,0.0
28.8,0.4930531791390037,0.8094346554141458,-6.240367531318972,0.0
28.82,0.49252622733482887,0.7694753041650911,-3.7657249172592175,0.0
28.84,0.4919430279616068,0.7718165599492918,-5.365517657480658,0.0
28.86,0.4914285938475597,0.7766653364681398,-6.003862524671228,0.0
28.88,0.4902912206825589,0.7673964313614823,-13.416947553248683,0.0
28.900000000000002,0.48825523067917376,0.7647603566319171,-12.962915966702163,0.0
28.92,0.48567566462765427,0.7758457449089001,-12.47444454226948,0.0
28.94,0.4828251465046086,0.7609578307129635,-8.566413615256662,0.0
28.96,0.48034041959477175,0.741893444274406,-3.927494707779434,0.0
28.98,0.4786893839749301,0.7240219213004938,-1.9505432591642622,0.0
29.0,0.47793329250272437,0.72025944346381,-1.3779463393213565,0.0
29.02,0.47778795435809523,0.7211930369673905,-2.3120773393213554,0.0
29.04,0.47767449864600886,0.70934206702044,-6.643048339321355,0.0
29.060000000000002,0.47698975497496615,0.7145267272975305,-11.12962147045034,0.0
